"","vsly_w2074","heat1_w2074","heat2_w2074","vsl11_w2074","vsly_w2044","heat1_w2044","heat2_w2044","vsl11_w2044","vsly_w4574","heat1_w4574","heat2_w4574","vsl11_w4574","vsly_c2064","heat1_c2064","heat2_c2064","vsl11_c2064","vsly_c2044","heat1_c2044","heat2_c2044","vsl11_c2044","vsly_c4564","heat1_c4564","heat2_c4564","vsl11_c4564"
"RUS",40.6510076259602,55.4880691908447,56.4243431545189,49.1433091952717,26.699098373106,55.4880691908447,20.2079584045977,17.9981382937937,55.1557172661294,55.4880691908447,94.075687891211,81.5225092339309,57.8820342263408,60.4963082224936,64.5907560455859,65.2479550515599,39.3460397077352,60.4963082224936,29.7801492278283,26.5235722224329,78.5999059146724,60.4963082224936,103.498929260643,108.530595961838
"SRB",17.5597979048981,26.8722282740212,28.551311256398,28.007135011961,4.10344189077605,26.8722282740212,4.27003161589436,2.83840911716548,30.3294014162604,26.8722282740212,51.5933824852167,51.8913611891965,22.256921610942,24.0236971101123,26.88675119654,30.2954812704709,6.04717752324893,24.0236971101123,6.29267817079169,4.18291869898071,39.542090780841,24.0236971101123,48.8471247978469,58.140465069473
"SVK",49.9272265392286,75.665597154799,77.3162577085719,71.2079111533448,16.0371773624752,75.665597154799,12.8273069772366,11.0481864970834,85.1782446569064,75.665597154799,144.394979216585,133.783551948432,66.4774438000006,70.3976769035101,76.1178130862551,84.6198096097553,23.6337350604897,70.3976769035101,18.9033997559276,16.2815379957019,116.178476137645,70.3976769035101,142.489644348555,163.895921489783
"SVN",44.5202423168172,58.1916153473858,64.7145591497982,63.1546671309078,16.0630612373544,58.1916153473858,10.5472325147241,11.3335663480322,68.4702644776605,58.1916153473858,110.302654108364,106.768140604739,58.8564409498116,54.720830162821,63.9337343167708,74.3101628488201,23.6718797182064,54.720830162821,15.5432900216986,16.7020977760474,92.0380030182886,54.720830162821,109.569390260543,128.63869559005
"SWE",68.8836066226408,85.1431013990448,92.1583530133553,104.906002039402,24.3629753636114,85.1431013990448,15.9780076267745,16.5013498663084,108.9941178468,85.1431013990448,160.79243371429,184.553475423724,82.2317754598745,72.7904528340538,80.7557262764263,103.132117209698,35.9033321147958,72.7904528340538,23.5465375552467,24.3177787503493,131.610799491281,72.7904528340538,141.731958170056,187.136129255076
"TJK",3.57383303089656,1.60917356098356,6.29903775604974,4.18929532970912,1.95255065945298,1.60917356098356,7.59990608784489,1.22214791108471,7.3827508895528,1.60917356098356,3.24287634455971,11.1600864707992,5.05199157544201,2.37141366881788,12.2309573809018,5.52139754829347,2.87744307708861,2.37141366881788,11.1998616031398,1.80106007949325,10.3564937703447,2.37141366881788,14.7461690767711,14.5966323770281
"TKM",17.6516533550448,16.683720567795,17.5324143380715,20.5733121953882,9.74005152213861,16.683720567795,6.30396634782993,6.27973222597776,32.2273782741216,16.683720567795,38.2188407572085,46.9067013298642,24.5273224644415,43.1936905770252,20.8071249649538,26.0062609884977,14.3537601378885,43.1936905770252,9.29005567048622,9.25434222775671,44.3024158244582,43.1936905770252,43.1936905770252,58.568184415108
"TUR",29.2402385211017,39.0297722990418,34.1278677513636,34.7978909869792,20.52999073679,39.0297722990418,6.50809004273821,13.319853646076,42.0037521383684,39.0297722990418,74.6003568951125,66.2706147097799,40.1378208674701,32.5348047752623,30.8048991895874,41.722020385834,30.2547231910589,32.5348047752623,9.59086953666685,19.6292580047436,55.9083576664741,32.5348047752623,64.6562933830359,76.9756153142977
"UKR",8.68299230195261,12.1401347271891,12.5189748862787,11.4530163621986,4.54867194698897,12.1401347271891,3.67487162452364,3.12924732824736,12.8341132665932,12.1401347271891,21.3990178706693,19.8106106401014,11.8924233439161,12.4226488323034,13.4300882805946,14.054372293738,6.70330602714165,12.4226488323034,5.41560028877169,4.6115223784698,17.5917088887723,12.4226488323034,22.2325209050342,24.4255962879157
"UZB",4.09227243093353,9.86030426067382,7.4684501792523,4.85880878839904,2.19534264406921,9.86030426067382,1.94416434421427,1.37529794933715,7.88666822664609,9.86030426067382,18.5185834482503,11.8268151814585,5.64411142547558,8.67124305217052,7.35378968169733,6.0657382750125,3.23524179125989,8.67124305217052,2.86508429673682,2.02675487270739,10.7133599975428,8.67124305217052,16.7998647369587,14.5654140374183
