"","vsly_w2074","heat1_w2074","heat2_w2074","vsl55_w2074","vsly_w2044","heat1_w2044","heat2_w2044","vsl55_w2044","vsly_w4574","heat1_w4574","heat2_w4574","vsl55_w4574","vsly_c2064","heat1_c2064","heat2_c2064","vsl55_c2064","vsly_c2044","heat1_c2044","heat2_c2044","vsl55_c2044","vsly_c4564","heat1_c4564","heat2_c4564","vsl55_c4564"
"HRV",31.3113607879682,46.8080604910968,46.8080604910969,46.8283905767445,8.62240761732138,46.8080604910968,5.77880304076582,5.77908058720263,50.2899604206801,46.8080604910968,81.1277509819162,81.1476878440039,34.1989652424542,39.0044431913119,39.0044431913118,39.0114569448266,12.7067059623684,39.0044431913119,8.51613079691806,8.51653981271967,58.7917759723323,39.0044431913119,73.891110359126,73.8944223607661
"HUN",45.5438052227649,64.7581803098031,64.7581803098032,64.7695720190592,11.2887315612649,64.7581803098031,7.592372344155,7.59243999750481,76.6177728108042,64.7581803098031,116.615271070204,116.624268027918,50.9780266105517,57.2344245378976,57.2344245378976,57.2399099716246,16.6360254587063,57.2344245378976,11.1887592440179,11.1888589436913,94.5850966322716,57.2344245378976,115.702669931891,115.704811871424
"IRL",81.2066683671335,114.935437526469,114.935437526469,115.008306692896,31.0933731738769,114.935437526469,21.3425600522148,21.3430080338617,135.899340611145,114.935437526469,217.080877221325,217.163554683681,88.1014117337541,92.6944644385385,92.6944644385384,92.7202796066487,45.821813098345,92.6944644385385,31.4521937611586,31.4528539446384,149.603825523417,92.6944644385385,181.781106558747,181.80220579888
"ISL",64.8548077301452,90.1266500145214,90.1266500145212,90.9089528022903,25.5865052402474,90.1266500145214,17.2734340456545,17.2835050243887,107.412864822998,90.1266500145214,169.083241667512,169.952115186255,70.4965135608343,73.5164328062697,73.5164328062695,73.7687262773699,37.7064287751014,73.5164328062697,25.4555870146487,25.470428456994,117.862764236551,73.5164328062697,142.941750987922,143.087811355992
"ISR",41.4859175068437,57.2067129264156,57.2067129264155,57.2320308279007,15.4521316527333,57.2067129264156,10.6373523226256,10.6376459845615,75.9124398450276,57.2067129264156,118.789040678727,118.815903324389,45.169974664317,47.3780302953388,47.3780302953389,47.3887670700818,22.771562435607,47.3780302953388,15.6760981596588,15.676530924617,85.4902274960011,47.3780302953388,104.445911085795,104.453425969091
"ITA",44.4626181584845,65.7804644970489,65.7804644970488,65.7824030666405,13.5443354151202,65.7804644970489,9.61227898281631,9.61228658183359,67.8328618837494,65.7804644970489,108.236385997257,108.238512476785,46.3187220028865,51.0027140495445,51.0027140495443,51.0033883588079,19.9600732433351,51.0027140495445,14.1654637641504,14.1654749627022,73.6856414362899,51.0027140495445,89.2490623318394,89.2497332811386
"KAZ",31.1459506662319,32.2800811284152,32.2800811284151,32.288596474592,18.7807147956319,32.2800811284152,11.2009903836496,11.2011841261452,50.5664039104233,32.2800811284152,65.3862426705582,65.3982721849471,41.1459714543327,36.0336184001423,36.0336184001422,36.0370337061556,27.6768428567207,36.0336184001423,16.5067226706416,16.5070081858982,66.5599444062969,36.0336184001423,72.8775757734003,72.8802270761911
"KGZ",4.62528719866369,4.8520849486403,4.85208494864032,4.85839120916063,2.61477728308934,4.8520849486403,1.5971603997665,1.59730153368424,8.66144223858151,4.8520849486403,11.3864372642996,11.3977084646447,6.10513221634819,5.49258774897887,5.49258774897888,5.49498417115258,3.85335599613166,5.49258774897887,2.3537100628138,2.35391804963993,11.3180592031908,5.49258774897887,12.7591802512456,12.761543604816
"LTU",63.8396438584704,77.1204825945524,77.1204825945521,77.1648934444418,28.8475701709552,77.1204825945524,18.2119200853729,18.2140139508824,93.163387070592,77.1204825945524,126.486506895956,126.528768326656,79.1341094684575,76.5970896252721,76.597089625272,76.6169429487965,42.5122086729867,76.5970896252721,26.8386190731811,26.8417047697214,120.229686605627,76.5970896252721,132.433980130255,132.446781573508
"LUX",117.131340901999,161.436731655766,161.436731655766,162.282629504273,43.2481642630243,161.436731655766,29.6237011524008,29.6310768047541,194.563059934151,161.436731655766,299.580623229166,300.622202198476,132.571773874927,141.185376791216,141.185376791216,141.477382735351,63.7341368086675,141.185376791216,43.6559806456434,43.6668500280587,224.880807421181,141.185376791216,271.969126557086,272.23912248416
"LVA",59.2304173784956,73.9147145774254,73.9147145774255,73.9761018244063,26.141033871299,73.9147145774254,16.6460872431062,16.6481034216177,87.8015543884008,73.9147145774254,123.363499187818,123.418424708531,72.1151287294529,71.1007490965423,71.1007490965423,71.1285497345851,38.523628862967,71.1007490965423,24.5310759372092,24.5340471476472,111.748659940692,71.1007490965423,126.046809915312,126.061850707644
"MDA",10.5507091700093,12.5831609018575,12.5831609018575,12.5920137596866,4.21412232361159,12.5831609018575,2.63374719958373,2.63393853012781,17.7223640950409,12.5831609018575,23.8437596293337,23.8528639461402,13.0939993934119,12.9863267658569,12.9863267658569,12.9900111393512,6.21028552953287,12.9863267658569,3.88131166254445,3.88159362334624,23.063183146,12.9863267658569,26.1724600697569,26.1739368285099
"MKD",14.1739415021358,20.1705975576476,20.1705975576475,20.1970487514398,4.42071656973585,20.1705975576476,2.89833090383382,2.89866318862816,24.6259860455767,20.1705975576476,38.6804239671803,38.7097058982042,15.9266021652251,17.3809197348501,17.3809197348502,17.3904961637024,6.51474020803179,17.3809197348501,4.27122448986038,4.27171417271519,29.2054321247978,17.3809197348501,35.8768788523753,35.8826133641981
"MLT",38.5426069412743,60.6316007676348,60.6316007676348,60.847369911787,12.3336916894063,60.6316007676348,8.4162401980713,8.41982357797047,61.9845114861531,60.6316007676348,107.334315721124,107.493279314014,37.6256309626185,41.6325912186602,41.6325912186602,41.7177621486878,18.1759667001777,41.6325912186602,12.4028802918946,12.4081610622723,63.4508706165336,41.6325912186602,80.4437644868847,80.4685435197345
"MNE",19.2552845790511,28.1161047098099,28.1161047098098,28.2422976652686,5.88425291369474,28.1161047098099,3.79079273332731,3.79201497069944,32.5462575477624,28.1161047098099,52.2957695274896,52.4375993091943,21.5355732258921,24.0952567272579,24.0952567272579,24.1359602753491,8.67153060965542,24.0952567272579,5.58643139648236,5.58823258839919,38.3536920172306,24.0952567272579,48.2932194041091,48.3151696882175
"NLD",73.4803696735576,111.202881537996,111.202881537996,111.215324682843,20.4752703431663,111.202881537996,14.0799426555397,14.0801502548539,115.391680968662,111.202881537996,187.998317766225,188.011496410482,76.2725102009704,85.766462430272,85.7664624302721,85.770860571562,30.174082610982,85.766462430272,20.7493891765848,20.7496951124162,126.512865499994,85.766462430272,156.625297135456,156.628921829564
"NOR",86.8966142976272,126.815224116311,126.815224116311,126.872205786791,31.3701133286164,126.815224116311,21.3639142113894,21.3645862541077,140.195157796357,126.815224116311,228.035382597074,228.09446208857,90.7416741710511,97.171216750087,97.1712167500872,97.1925344901884,46.2296406948032,97.171216750087,31.4836630483634,31.484653427106,149.494106920775,97.171216750087,183.873694259091,183.89072561802
"POL",38.3901750738979,51.0757065110303,51.0757065110303,51.0784633641185,13.3719231865393,51.0757065110303,8.86963033285196,8.86967224254736,63.9321654394198,51.0757065110303,94.1653354732455,94.1677503407898,44.647987014916,47.7335536091211,47.7335536091211,47.7346965453363,19.7059920643737,47.7335536091211,13.0710341747292,13.0710959363856,79.3224869161988,47.7335536091211,95.9215806329942,95.9217902560871
"PRT",37.8137951613336,53.4032090031763,53.4032090031762,53.4113332399755,12.4651158465221,53.4032090031763,8.82819873564371,8.82825645120333,58.6492851671161,53.4032090031763,90.0418902300182,90.0494752743813,42.8152562323948,46.2337057165002,46.2337057165001,46.2371731494479,18.369644405401,46.2337057165002,13.0099770841065,13.0100621386155,70.805368046062,46.2337057165002,84.2747204339457,84.2770618592762
"ROU",30.5566876255237,41.4633661104078,41.4633661104079,41.467357748744,10.3571777242316,41.4633661104078,6.83193594615236,6.83196822682579,48.1117006375537,41.4633661104078,71.5608887795011,71.5647788856689,36.0040817134783,38.3366833926691,38.3366833926691,38.3383697154476,15.263209277815,38.3366833926691,10.0681161311719,10.0681637026906,60.6131255770337,38.3366833926691,71.8773367020197,71.8783754519605
"RUS",45.8165270673374,48.3192156619823,48.3192156619824,48.3199191588166,29.3105872188998,48.3192156619823,17.5485240313465,17.5485407550236,62.9764627077377,48.3192156619823,80.3090988701356,80.3098776500209,60.8097248221793,53.6440270968076,53.6440270968075,53.6442755400121,43.1945495857472,53.6440270968076,25.860982783037,25.8610074284559,84.3387092884511,53.6440270968076,90.7544622364156,90.7545492594682
"SRB",19.5718118503667,29.8457046312007,29.8457046312006,29.8529528578681,5.41749884356863,29.8457046312007,3.55215830431662,3.55226613311897,33.0037517368294,29.8457046312007,54.7973454134134,54.804002635189,21.4221056286416,24.5258008942868,24.5258008942868,24.5284545674486,7.98368250631167,24.5258008942868,5.23475960636135,5.2349185119648,39.0702081588322,24.5258008942868,49.8598948920965,49.8605413389872
"SVK",50.2741490249932,69.9810008423867,69.9810008423865,70.0108396879991,16.8540993287103,69.9810008423867,11.2674755377265,11.2677949913524,85.0362932518436,69.9810008423867,131.052365285463,131.081233440324,57.3659399913083,62.3867007740396,62.3867007740396,62.3986233581373,24.8376200633626,62.3867007740396,16.6047007924391,16.6051715662036,102.990045613338,62.3867007740396,126.600370812183,126.605385944297
"SVN",41.9938260529998,59.8635601229986,59.8635601229985,59.9179368709016,12.9893287646767,59.8635601229986,8.93816096585109,8.93859437430498,66.4044783547763,59.8635601229986,102.723196675113,102.778671789673,47.0243112191131,52.3500539484337,52.3500539484338,52.3688236401604,19.1421687058394,52.3500539484337,13.1720266865174,13.1726653937126,78.6765270407365,52.3500539484337,96.8255232840227,96.8362503941296
"SWE",67.1259812628709,101.78571871477,101.78571871477,101.8038499638,23.7339131069524,101.78571871477,16.0532629317753,16.0535205056556,106.219722469752,101.78571871477,179.025697859521,179.04069906189,66.8179920260871,71.7093675150251,71.7093675150249,71.7174844632216,34.9762929997194,71.7093675150251,23.6574401099847,23.6578196925452,108.408865278039,71.7093675150251,134.473657214519,134.479818643804
"TJK",4.515571718287,4.47394171806131,4.47394171806131,4.47896542108001,2.76211699030974,4.47394171806131,1.61606540473604,1.61613733680346,8.6350052885115,4.47394171806131,11.1880196105897,11.1981996814082,6.07403200973718,5.22385673038327,5.22385673038327,5.22576261163406,4.07048819624593,5.22385673038327,2.38157007013733,2.38167607528932,11.3973537207864,5.22385673038327,12.7756787497617,12.777870334568
"TKM",18.8476264793992,19.0885258449664,19.0885258449664,19.1129195112546,11.1165181135173,19.0885258449664,6.55588025886544,6.55631053902903,33.0908241580258,19.0885258449664,42.1777053094224,42.217229479654,25.1633282637257,21.9109642007944,21.9109642007945,21.9206247854283,16.3822372199203,21.9109642007944,9.66129722359118,9.66193132067437,43.9054074648914,21.9109642007944,48.0562606712834,48.0650456687754
"TUR",22.9215874648992,29.0637690116239,29.0637690116239,29.065572764788,9.80017425680222,29.0637690116239,6.32173138049879,6.32174259460657,42.1489780405122,29.0637690116239,62.3886885979607,62.3911838804105,26.4963208935322,26.4830160078456,26.4830160078456,26.4836619914232,14.4423620626559,26.4830160078456,9.31623571862981,9.31625224468337,48.5695423581369,26.4830160078456,57.9188412395902,57.9194374358484
"UKR",12.4895115466587,13.1279330440451,13.1279330440451,13.1285024480547,7.86929966460421,13.1279330440451,4.56226964935412,4.56228655270349,17.1284985525039,13.1279330440451,21.7284046671661,21.7290035374594,16.3922144002912,14.0125855849923,14.0125855849922,14.0127989330393,11.5968626636273,14.0125855849923,6.7233447464166,6.72336965661567,22.6894574364109,14.0125855849923,23.584797099398,23.584885901775
"UZB",5.43053095565488,5.80307951522267,5.80307951522268,5.80454724633974,3.04969446560761,5.80307951522267,1.77097164355899,1.77099087444567,10.1928769479373,5.80307951522267,13.8684350502794,13.8710888421697,7.1636037822432,6.47207023410783,6.47207023410781,6.47261780574206,4.49428658089543,6.47207023410783,2.60985294840273,2.60988128865679,13.2807769034984,6.47207023410783,15.3229672937129,15.323553976627
