"","vsly_w2074","heat1_w2074","heat2_w2074","vsl55_w2074","vsly_w2044","heat1_w2044","heat2_w2044","vsl55_w2044","vsly_w4574","heat1_w4574","heat2_w4574","vsl55_w4574","vsly_c2064","heat1_c2064","heat2_c2064","vsl55_c2064","vsly_c2044","heat1_c2044","heat2_c2044","vsl55_c2044","vsly_c4564","heat1_c4564","heat2_c4564","vsl55_c4564"
"PRT",74.6248461412524,47.5535830267579,53.0841342390757,109.632540071554,24.5565288491087,47.5535830267579,10.4798387009359,17.8102589340152,115.778782075786,47.5535830267579,88.1029753733209,185.106382207048,84.278067109277,45.6525485228656,49.2438374712207,94.433451895993,36.1885688302655,45.6525485228656,15.4439728224318,26.2466973764435,139.340318912128,45.6525485228656,87.9445252470831,172.50696859586
"ROU",59.3039733670676,36.1179549555853,39.733930719432,85.3273353802839,19.8240178473493,36.1179549555853,6.03566230730375,13.5258040783275,93.6152579601004,36.1179549555853,69.0204601128974,147.728691772049,69.0515917810768,34.1980188756019,36.6687541514262,77.6003069372167,29.2143420908306,34.1980188756019,8.89466024234238,19.9327639049036,116.318486077432,34.1980188756019,69.6227148586868,146.022843182389
"RUS",88.9809236278559,55.4880691908447,56.4243431545189,102.914410552917,55.2933195211922,55.4880691908447,20.2079584045977,35.3190456548321,124.003292766343,55.4880691908447,94.075687891211,173.18802852871,116.69408720779,60.4963082224936,61.3415965359548,112.129375039242,81.4848919259675,60.4963082224936,29.7801492278283,52.0491199123842,163.723798677395,60.4963082224936,103.498929260643,192.37991871171
"SRB",38.7068577170347,26.8722282740212,28.551311256398,60.222257706149,10.6155855800864,26.8722282740212,4.27003161589436,7.07138524691307,65.3644763875087,26.8722282740212,51.5933824852167,110.66054626474,42.2114845084832,24.0236971101123,24.6885795302158,49.43603697757,15.6440208548642,24.0236971101123,6.29267817079169,10.4209887849245,77.1013907317132,24.0236971101123,48.8471247978469,100.672820077517
"SVK",98.1850216913645,75.665597154799,77.3162577085718,144.414653650205,32.5506856140316,75.665597154799,12.8273069772366,22.33209248791,166.455125347362,75.665597154799,144.394979216585,271.399850778115,110.865908074138,70.3976769035101,70.3420195365982,126.232127229779,47.9694314312046,70.3976769035101,18.9033997559276,32.9104520874464,199.084282093061,70.3976769035101,142.489644348555,257.124776249152
"SVN",80.9884378125704,58.1916153473858,64.7145591497982,121.038478443583,24.8647868320516,58.1916153473858,10.5472325147241,17.5477830579202,128.223006864841,58.1916153473858,110.302654108364,208.137915348683,90.1838768964747,54.720830162821,59.5791913088061,104.176654850796,36.6428437524971,54.720830162821,15.5432900216986,25.8598908221982,150.964440498396,54.720830162821,109.569390260543,193.082990377351
"SWE",132.657866524314,85.1431013990448,92.1583530133553,203.780980024846,46.5624331528262,85.1431013990448,15.9780076267745,31.8315040449358,210.22486746156,85.1431013990448,160.79243371429,358.697502797234,131.894262618102,72.7904528340538,74.7938856429354,143.050223838925,68.6183225410071,72.7904528340538,23.5465375552467,46.9095849083266,214.543797162893,72.7904528340538,141.731958170056,268.62684978508
"TJK",8.89760045262979,1.60917356098356,6.29903775604974,8.9800536363353,5.45909018718793,1.60917356098356,7.59990608784489,3.22834552850202,16.9757757217243,1.60917356098356,3.24287634455971,22.4926805023128,11.9781478953936,2.37141366881788,12.1696054009117,10.4853212665375,8.04497501269801,2.37141366881788,11.1998616031398,4.75756183147666,22.4284033172001,2.37141366881788,14.7461690767711,25.7037087812059
"TKM",36.5935298118666,16.683720567795,17.5324143380715,38.7570823827911,21.1979038821912,16.683720567795,6.30396634782993,12.8457508294199,64.9572434121406,16.683720567795,38.2188407572085,86.4941208467452,48.6560769084832,43.1936905770252,20.1067930659414,44.139342841447,31.2390162474398,43.1936905770252,9.29005567048622,18.9305801696715,85.8304927905576,43.1936905770252,43.1936905770252,97.9441176924151
"TUR",43.8996412505819,39.0297722990418,34.1278677513636,58.8590204360962,18.8904205051403,39.0297722990418,6.50809004273821,12.5764707013461,80.5467651265067,39.0297722990418,74.6003568951125,126.678899779286,50.8283197987992,32.5348047752623,29.0403624716802,53.0076189579261,27.8385144286279,32.5348047752623,9.59086953666685,18.5337462967206,92.9272743815949,32.5348047752623,64.6562933830359,116.136209047698
"UKR",23.9176083998625,12.1401347271891,12.5189748862787,28.2932092783945,14.6000334530518,12.1401347271891,3.67487162452364,9.18535390771226,33.2730471129945,12.1401347271891,21.3990178706693,47.4787131117706,30.9683273283974,12.4226488323034,12.6855899651634,29.5672541878681,21.5158387729184,12.4226488323034,5.41560028877169,13.5363110218918,43.3813099413061,12.4226488323034,22.2325209050342,50.6190457472931
"UZB",10.6043405062782,9.86030426067382,7.46845017925231,11.8248867857076,5.97975355374323,9.86030426067382,1.94416434421427,3.54862798048854,19.8548216843993,9.86030426067382,18.5185834482503,28.3797439196994,13.9921343246701,8.67124305217052,7.09844116169602,13.1052035572133,8.81226839499003,8.67124305217052,2.86508429673682,5.22955702387786,25.8626368714435,8.67124305217052,16.7998647369587,31.1535244019227
