"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84"
"12",77.9661243433214,76.9661243433214,75.9661243433214,74.9661243433214,73.9661243433214,72.9661243433214,71.9661243433214,70.9661243433214,69.9661243433214,68.9661243433214,67.9661243433214,66.9661243433214,65.9661243433214,64.9661243433214,63.9661243433214,62.9661243433214,61.9661243433214,60.9661243433214,59.9661243433214,58.9661243433214,57.996298154707,57.0259756921249,56.0551567016245,55.0838409291253,54.1120281204169,53.1396974369249,52.166869567754,51.1935442586764,50.2197212553343,49.2454003032395,48.2707972813727,47.295691634459,46.3200831032832,45.3439714284965,44.3673563506161,43.4117681187348,42.4552233420769,41.4977210631401,40.5392603234635,39.5798401636271,38.6398452399121,37.6984252354774,36.7555779898273,35.8113013391905,34.8655931165155,33.9534250711378,33.0389591298918,32.1221895040135,31.2031103901564,30.2817159703542,29.4038476137967,28.5224386552067,27.6374748146952,26.7489417547796,25.8568250801518,25.025897370619,24.189536401178,23.3477066448954,22.5003723425351,21.6474975010388,20.8851524500192,20.1144380678936,19.335262472773,18.5475327740525,17.7511550613362,17.0585007605223,16.3538537572818,15.6370064084783,14.9077474758164,14.1658620635946,13.5420730150855,12.9017176418151,12.2443559823625,11.5695363909983,10.8767952273774,10.3628817433267,9.82600134579278,9.26512763805463,8.67918835348224,8.06706330559985,7.67879742191925,7.26108891726834,6.8117051259249,6.32824407671551
"13",80.2594756951445,79.2594756951445,78.2594756951445,77.2594756951445,76.2594756951445,75.2594756951445,74.2594756951445,73.2594756951445,72.2594756951445,71.2594756951445,70.2594756951445,69.2594756951445,68.2594756951445,67.2594756951445,66.2594756951445,65.2594756951445,64.2594756951445,63.2594756951445,62.2594756951445,61.2594756951445,60.2594756951445,59.2594756951445,58.2594756951445,57.2594756951445,56.2594756951445,55.2885329136845,54.3170886540959,53.3451426573723,52.3726946643737,51.399744415826,50.4260091825574,49.4517763801072,48.4770457542225,47.5018170505204,46.526090014488,45.5495325013181,44.5724829430045,43.5949410916272,42.6169066991407,41.638379517375,40.6800595769519,39.7207803573092,38.7605408982075,37.7993402384459,36.8371774158618,35.892603896946,34.9466091403037,33.999191007492,33.0503473568502,32.1000760434952,31.1968341642745,30.2908696750909,29.3821743692779,28.4707400154317,27.556558357337,26.7086086751653,25.8559802150052,24.9986471605096,24.1365835528827,23.269763290095,22.490788220407,21.7044141536451,20.9105708113629,20.1091872475831,19.3001918424566,18.5414319276681,17.773187998006,16.9953415093348,16.2077724357928,15.410359251272,14.7343262707067,14.0440812665161,13.3393254639047,12.6197538070307,11.8850548269615,11.2722157511297,10.6394131710128,9.98599676661826,9.31129503349151,8.61461459262311,8.18740049266967,7.73178091849292,7.24586718953216,6.72764504681761
"14",80.4479293189816,79.4479293189816,78.4479293189816,77.4479293189816,76.4479293189816,75.4479293189816,74.4479293189816,73.4479293189816,72.4479293189816,71.4479293189816,70.4479293189816,69.4479293189816,68.4479293189816,67.4479293189816,66.4479293189816,65.4479293189816,64.4479293189816,63.4479293189816,62.4479293189816,61.4479293189816,60.4479293189816,59.4479293189816,58.4479293189816,57.4479293189816,56.4479293189816,55.4479293189816,54.4479293189816,53.4479293189816,52.4479293189816,51.4479293189816,50.4741264463059,49.4998277162034,48.5250328761851,47.5497416736333,46.5739538558017,45.5973781615949,44.6203112999909,43.6427530239578,42.6647030863393,41.686161239855,40.727889128984,39.7686577867707,38.8084662530238,37.8473135665904,36.8851987653557,35.9407795355819,34.9949371997936,34.0476696135716,33.0989746292655,32.1488500959884,31.2458599480373,30.3401450077409,29.4316970529791,28.5205078368215,27.6065690874526,26.7592527354719,25.9072501310548,25.0505353559455,24.1890823485423,23.3228649031044,22.5341670588029,21.7383237134924,20.9352701298531,20.1249409840532,19.3072703604356,18.5408901625981,17.7652366916951,16.9801977402433,16.185659743038,15.381507760725,14.7169002863367,14.0378011000276,13.3438942111981,12.6348567390991,11.9103587625931,11.3294556577625,10.7281119690266,10.1056084413721,9.4612005109307,8.7941174144214,8.39106673874668,7.96065677081163,7.50103034744008,7.01020424024083
"15",82.1867385058309,81.1867385058309,80.1867385058309,79.1867385058309,78.1867385058309,77.1867385058309,76.1867385058309,75.1867385058309,74.1867385058309,73.1867385058309,72.1867385058309,71.1867385058309,70.1867385058309,69.1867385058309,68.1867385058309,67.1867385058309,66.1867385058309,65.1867385058309,64.1867385058309,63.1867385058309,62.1867385058309,61.1867385058309,60.1867385058309,59.1867385058309,58.1867385058309,57.1867385058309,56.1867385058309,55.1867385058309,54.1867385058309,53.1867385058309,52.2133462750726,51.2394670846589,50.265100690978,49.2902468502965,48.3149053187588,47.3394262417386,46.3634520867055,45.3869826023962,44.4100175374195,43.4325566402571,42.47603267293,41.5185512241542,40.5601113354897,39.6007120475372,38.6403523999371,37.6985680282351,36.7553647624104,35.8107404647544,34.8646929943378,33.917220207006,33.0191206656672,32.1183228856571,31.2148187604222,30.3086001590539,29.3996589262152,28.531759395213,27.6599601613138,26.7842437021175,25.9045924164915,25.0209886242164,24.1950262771408,23.3633188114191,22.5258262659219,21.6825084015634,20.8333246993683,20.0496006418134,19.2577405492467,18.4576599594587,17.6492735334161,16.8324950461604,16.0807362385418,15.3178906905276,14.5437948977979,13.7582829447142,12.961186468758,12.3311208238196,11.683072031384,11.0165268217681,10.3309572756971,9.62582040618027,9.13503153993933,8.61827967579597,8.07419135704312,7.50132047036709
"16",76.7890371457379,75.7890371457379,74.7890371457379,73.7890371457379,72.7890371457379,71.7890371457379,70.7890371457379,69.7890371457379,68.7890371457379,67.7890371457379,66.7890371457379,65.7890371457379,64.7890371457379,63.7890371457379,62.7890371457379,61.8214485405968,60.853360470935,59.8847726789313,58.9156849066316,57.9460968959485,56.9757695648779,56.0049453547561,55.0336240111444,54.0618052794739,53.0894889050451,52.1172655246544,51.1445334733465,50.1712924849829,49.1975422932859,48.2232826318383,47.2965283191778,46.3683663720113,45.4387946523019,44.5078110187653,43.5754133268648,42.6639584077556,41.7506514155763,40.8354885869212,39.9184661507373,38.999580328309,38.0783221980435,37.1552040070523,36.230221999791,35.3033724131324,34.3746514763516,33.4949387449499,32.61214763349,31.7262673697921,30.8372871439811,29.9451961083551,29.1084901315153,28.2672215168265,27.4213653837873,26.5708967162208,25.7157903615342,24.9416487365551,24.1607079283894,23.3729082207133,22.5781893727225,21.7764906145254,21.0667184311183,20.347486705551,19.6186693650639,18.8801386566532,18.1317651246772,17.4591525936301,16.774395358931,16.0772741355979,15.3675656792353,14.645042714543,14.0632390248092,13.4648216480354,12.8493161723162,12.2162346386836,11.5650751542643,11.0110187356614,10.435598175424,9.83798968281103,9.21733770211741,8.57275368783302,8.16761683386099,7.73436754457338,7.27105509884564,6.77559341506727
"17",80.367749076553,79.367749076553,78.367749076553,77.367749076553,76.367749076553,75.367749076553,74.367749076553,73.367749076553,72.367749076553,71.367749076553,70.367749076553,69.367749076553,68.367749076553,67.367749076553,66.367749076553,65.367749076553,64.367749076553,63.367749076553,62.367749076553,61.367749076553,60.3992004570388,59.4301554499006,58.4606138007366,57.4905752550142,56.5200395580708,55.5490878710725,54.5776371662261,53.6056871870628,52.6332376769821,51.6602883792514,50.6869414179227,49.7130922787121,48.7387407025313,47.7638864301587,46.7885292022387,45.8353645668055,44.8812458126181,43.9261719846027,42.9701421267294,42.0131552820114,41.0768332052187,40.1390919766173,39.1999294452468,38.2593434568864,37.3173318540504,36.392661615608,35.4661248131558,34.5377176787979,33.6074364370324,32.6752773047361,31.7737712465122,30.8695477550319,29.9625986390652,29.052915682691,28.1404906452227,27.2815143621149,26.4182333911574,25.5506261597667,24.6786709872504,23.8023460842648,22.9925646537106,22.1763117827052,21.3535357541557,20.5241844376672,19.6882052862405,18.9339970133205,18.1703730444911,17.3972158322091,16.6144063614429,15.8218241313522,15.1140357698704,14.3931753381193,13.659001409381,12.9112680980524,12.1497249772945,11.5496176074831,10.9297584725118,10.2894974683383,9.62816309357857,8.94506174524119,8.49530199356771,8.01787603628309,7.51108203383842,6.9731134609215
"18",81.845853486123,80.845853486123,79.845853486123,78.845853486123,77.845853486123,76.845853486123,75.845853486123,74.845853486123,73.845853486123,72.845853486123,71.845853486123,70.845853486123,69.845853486123,68.845853486123,67.845853486123,66.845853486123,65.845853486123,64.845853486123,63.845853486123,62.845853486123,61.8777273185733,60.9091101418392,59.9400017068934,58.970401764582,58.000310065625,57.0291116787562,56.0574310172205,55.0852678415315,54.1126219120839,53.1394929891533,52.1656341535657,51.1912962429529,50.2164790216415,49.2411822538417,48.265405703648,47.313719423071,46.3610805035746,45.4074879915662,44.4529409324987,43.4974383708695,42.5626787137504,41.6265170421029,40.6889512530926,39.7499792407314,38.809598895872,37.9067037024054,37.001549390948,36.0941303090008,35.1844407899221,34.2724751528914,33.3750353469112,32.4749099572312,31.572090947257,30.6665702563444,29.7583397997282,28.9363345637078,28.1094126344524,27.2775446035457,26.4407008866692,25.5988517225508,24.80200211104,23.9988287663437,23.189281503834,22.3733097406216,21.5508624923957,20.7639235188942,19.9692045307624,19.1666286114545,18.3561180839947,17.5375945034598,16.8163778125897,16.0836964265107,15.3393680986969,14.5832076855726,13.8150271004594,13.1508482791797,12.4705243346931,11.7736628049171,11.0598616876447,10.3287092086391,9.79736788935328,9.24191729206624,8.66126347346005,8.05426285322718
"19",80.5011280429309,79.5011280429309,78.5011280429309,77.5011280429309,76.5011280429309,75.5011280429309,74.5011280429309,73.5011280429309,72.5011280429309,71.5011280429309,70.5011280429309,69.5011280429309,68.5011280429309,67.5011280429309,66.5011280429309,65.5011280429309,64.5011280429309,63.5011280429309,62.5011280429309,61.5011280429309,60.5011280429309,59.5011280429309,58.5011280429309,57.5011280429309,56.5011280429309,55.5295269726975,54.5574375506115,53.5848595312146,52.6117926689251,51.638236718038,50.6641894457893,49.689652629643,48.7146260235603,47.7391093813791,46.7631024568133,45.8099123691825,44.8557681373198,43.9006688061259,42.9446134195455,41.9876010205661,41.0506621141576,40.1123160210886,39.1725606279081,38.2313938179912,37.288813471534,36.3820782762934,35.4730752030196,34.5617985794164,33.648242719,32.7324019210642,31.8305242921588,30.9259430922903,30.0186502169269,29.1086375372417,28.19589690004,27.3372901093541,26.4743776861819,25.6071380391834,24.7355494687451,23.8595901664371,23.0393027373548,22.21283682986,21.3801459070999,20.5411830817017,19.6959011131327,18.9236847910043,18.1425377643116,17.3523567491929,16.5530372673051,15.7444736320103,15.0550974137347,14.3521204455733,13.6352743974148,12.9042856452449,12.1588751667026,11.5807354184213,10.9825367274833,10.3635831355469,9.72315453753338,9.06050584383978,8.62799366128529,8.16839188806922,7.68000381840661,7.16102647652276
"20",72.0304779865954,71.0304779865954,70.0304779865954,69.0304779865954,68.0304779865954,67.0304779865954,66.0304779865954,65.0304779865954,64.0304779865954,63.0304779865954,62.0304779865954,61.0304779865954,60.0304779865954,59.0304779865954,58.0304779865954,57.0613797805076,56.0917655201998,55.1216349308684,54.1509877375629,53.1798236651869,52.207388902155,51.234450087157,50.2610069589225,49.2870592560456,48.3126067169851,47.3369909748769,46.3608828216264,45.3842820087048,44.4071882874576,43.4296014091051,42.4947703293148,41.5585364751478,40.6208977416505,39.681852020711,38.7413972010535,37.818494664129,36.893755501543,35.9671760583116,35.0387526721775,34.1084816735951,33.2272933043375,32.3430354514206,31.4556974227718,30.5652684890745,29.671737883638,28.8333237151815,27.9903437255009,27.1427730501266,26.2905866891828,25.4337595066497,24.6446996143357,23.849095491759,23.0468928630021,22.2380370019989,21.4224727288013,20.6931325617613,19.954577628047,19.2066915047206,18.449356297912,17.6824526242337,17.0227788187854,16.3504085689793,15.6650975120742,14.9665965821895,14.254651919786,13.5675563231817,12.8653782651508,12.1477866700119,11.4144431946292,10.6650020688836,10.1539932264268,9.61955458960395,9.06061190055793,8.4760416466271,7.86466880200865,7.45108810288094,7.00666927050917,6.5291128976338,6.01594812453729,5.46451985490362,5.25985128170682,5.02539430025739,4.75681336820821,4.44914192837963
"21",80.3015585643223,79.3015585643223,78.3015585643223,77.3015585643223,76.3015585643223,75.3015585643223,74.3015585643223,73.3015585643223,72.3015585643223,71.3015585643223,70.3015585643223,69.3015585643223,68.3015585643223,67.3015585643223,66.3015585643223,65.3015585643223,64.3015585643223,63.3015585643223,62.3015585643223,61.3015585643223,60.3328689524944,59.3636845726953,58.3940051722172,57.4238304982234,56.4531602977479,55.4820235194448,54.5103902209117,53.5382601482893,52.565633047588,51.5925086646887,50.6184704293115,49.6439420500732,48.6689232803294,47.6934138733118,46.7174135821277,45.7407900249268,44.7636777851776,43.7860766183532,42.8079862798046,41.8294065247601,40.8712778025626,39.9121899925552,38.9521421346899,37.9911332679578,37.0291624303882,36.1030647336997,35.1751187437099,34.2453207716197,33.3136671212684,32.3801540891182,31.476843230711,30.570835030245,29.6621214332903,28.7506943613657,27.8365457118672,26.974575658561,26.1083314513515,25.2377918964727,24.3629356950675,23.4837414426665,22.6699571806571,21.8497199674736,21.022978634052,20.1896816055806,19.3497768982815,18.5904331218113,17.8216452671706,17.0432958768717,16.2552660325892,15.457435336992,14.7581034503424,14.0451686085855,13.3183662157672,12.577426529183,11.8220745592662,11.2071364256246,10.5721688780043,9.91651952976275,9.23951474509213,8.54045894690336,8.14413421332837,7.71979559424451,7.26546295135907,6.77901618194429
