"","DisplayString","age","All","Female","Male","perc_fmle","ISO_Code"
"92","Albania",92,1203.93549069253,914.494286671443,289.441204021084,0.759587447783773,"ALB"
"93","Albania",93,903.3626807397,714.533805506475,188.828875233225,0.790971135669888,"ALB"
"94","Albania",94,677.80602842091,553.906936381791,123.899092039119,0.817205680026529,"ALB"
"95","Andorra",1,516.039510005223,257.846012985182,258.193497020041,0.499663316443681,"AND"
"96","Andorra",2,622.556619371731,304.126226008355,318.430393363376,0.488511753863081,"AND"
"97","Andorra",3,643.172287189331,325.471291171623,317.700996017708,0.506040601646467,"AND"
"98","Andorra",4,665.00268899839,343.661565695165,321.341123303225,0.516782219652043,"AND"
"99","Andorra",5,747.458219999314,371.281181698481,376.177038300834,0.496724996480501,"AND"
"100","Andorra",6,803.315534593713,383.230674150357,420.084860443356,0.477061201541659,"AND"
"101","Andorra",7,820.469554664176,407.767292265352,412.702262398824,0.496992593993636,"AND"
"102","Andorra",8,834.105344447315,425.798181773656,408.307162673658,0.510484898110554,"AND"
"103","Andorra",9,915.294794741172,460.569435969673,454.725358771499,0.503192456262043,"AND"
"104","Andorra",10,803.115071539717,378.838522474606,424.276549065111,0.471711384706433,"AND"
"105","Andorra",11,807.71043688834,368.743453814176,438.966983074164,0.456529267140264,"AND"
"106","Andorra",12,821.391719426766,364.245055774203,457.146663652563,0.44344865812429,"AND"
"107","Andorra",13,816.945519779313,396.630053585268,420.315466194045,0.485503676784239,"AND"
"108","Andorra",14,811.800534547159,396.15897702459,415.641557522569,0.488000389462144,"AND"
"109","Andorra",15,827.368750107436,403.734075705938,423.634674401498,0.487973561551016,"AND"
"110","Andorra",16,821.72252295717,406.222771706944,415.499751250226,0.494355162914425,"AND"
"111","Andorra",17,852.582300699599,392.712956748158,459.869343951441,0.460615891774802,"AND"
"112","Andorra",18,903.852350913105,452.526519682902,451.325831230203,0.500664206079392,"AND"
"113","Andorra",19,828.523494641396,407.999212408627,420.524282232769,0.492441330930776,"AND"
"114","Andorra",20,846.651761436403,371.795135594068,474.856625842335,0.439135843718428,"AND"
"115","Andorra",21,744.400722440416,342.819813343939,401.580909096477,0.460531274365306,"AND"
"116","Andorra",22,768.566075344602,348.389578826711,420.176496517891,0.453298148334876,"AND"
"117","Andorra",23,749.853814119714,340.986610063121,408.867204056594,0.454737448343075,"AND"
"118","Andorra",24,818.693872139507,400.123930613555,418.569941525952,0.488734488225622,"AND"
"119","Andorra",25,887.77079120967,423.856291369019,463.914499840651,0.477438879005554,"AND"
"120","Andorra",26,846.49353401315,427.989451351325,418.504082661825,0.505602741372714,"AND"
"121","Andorra",27,889.369771631016,429.233157410887,460.136614220129,0.482626204647945,"AND"
"122","Andorra",28,954.652384543016,454.84811446741,499.804270075606,0.476454175186649,"AND"
"123","Andorra",29,968.404197135791,494.875898962915,473.528298172876,0.511022050943799,"AND"
"124","Andorra",30,957.241741112593,455.799265352128,501.442475760465,0.476158994928864,"AND"
"125","Andorra",31,1009.77754603838,505.898323153004,503.879222885371,0.500999774789779,"AND"
"126","Andorra",32,1061.71598046066,536.513442071127,525.202538389531,0.505326708785473,"AND"
"127","Andorra",33,1109.95625715165,550.856671612976,559.099585538672,0.496286829380623,"AND"
"128","Andorra",34,1258.27836564486,622.30667200679,635.971693638065,0.494569952879911,"AND"
"129","Andorra",35,1305.00724984066,668.063803167677,636.943446672979,0.511923441995626,"AND"
"130","Andorra",36,1366.38608165741,700.184735748467,666.201345908945,0.512435500586446,"AND"
"131","Andorra",37,1333.78617288759,677.868747116453,655.917425771134,0.508228950708715,"AND"
"132","Andorra",38,1453.11981634068,701.730977303655,751.388839037025,0.482913362967405,"AND"
"133","Andorra",39,1407.11733727361,677.711656917971,729.405680355635,0.481631232140943,"AND"
"134","Andorra",40,1531.26205040231,765.948624069637,765.313426332673,0.500207409873704,"AND"
"135","Andorra",41,1460.21642414424,721.885071826451,738.331352317787,0.494368546942972,"AND"
"136","Andorra",42,1537.66416463002,758.30579452909,779.358370100932,0.493154364894461,"AND"
"137","Andorra",43,1574.44230548212,766.405603589128,808.03670189299,0.486779096903422,"AND"
"138","Andorra",44,1525.20300497929,737.224085930362,787.978919048928,0.483361286021314,"AND"
"139","Andorra",45,1612.06129828692,789.121988472469,822.939309814453,0.489511155258823,"AND"
"140","Andorra",46,1487.82323509614,716.812598294482,771.010636801662,0.481786129820834,"AND"
"141","Andorra",47,1455.21719756203,670.960029876122,784.257167685905,0.4610720866962,"AND"
"142","Andorra",48,1426.3810910419,703.095786633361,723.28530440854,0.492922817786223,"AND"
"143","Andorra",49,1502.35202917135,734.267670258868,768.084358912478,0.488745417852477,"AND"
"144","Andorra",50,1447.22446593825,691.635447311181,755.589018627072,0.477904750499631,"AND"
"145","Andorra",51,1414.80013332277,664.553973501256,750.246159821517,0.469715797906025,"AND"
"146","Andorra",52,1440.4391429521,686.413640720493,754.025502231604,0.476530816368768,"AND"
"147","Andorra",53,1346.49854947755,627.111971886894,719.38657759066,0.465735349013348,"AND"
"148","Andorra",54,1375.81762952786,660.168638743686,715.648990784179,0.479837316062185,"AND"
"149","Andorra",55,1316.16879411875,639.234021187173,676.934772931576,0.485677843179056,"AND"
"150","Andorra",56,1200.0770042724,556.780820641141,643.296183631261,0.463954245151722,"AND"
"151","Andorra",57,1225.47062514543,606.185896459075,619.284728686355,0.494655591101694,"AND"
"152","Andorra",58,1105.27324591424,504.85505843793,600.418187476309,0.456769455249352,"AND"
