"","age","DisplayString","dlyr_m","dlyr_f","ISO_Code"
"4752",65,"Slovakia",14.8631898273236,18.4978520975843,"SVK"
"4753",66,"Slovakia",14.2269209057326,17.6880966599492,"SVK"
"4754",67,"Slovakia",13.6006504257318,16.8877425415157,"SVK"
"4755",68,"Slovakia",12.9837052526631,16.0974751490826,"SVK"
"4756",69,"Slovakia",12.3754506269238,15.3178647195204,"SVK"
"4757",70,"Slovakia",11.775285191868,14.5493750891445,"SVK"
"4758",71,"Slovakia",11.1830736460543,13.7923579404246,"SVK"
"4759",72,"Slovakia",10.6004477206562,13.0470204477579,"SVK"
"4760",73,"Slovakia",10.029588597205,12.3134791487033,"SVK"
"4761",74,"Slovakia",9.47289513659531,11.5917806575191,"SVK"
"4762",75,"Slovakia",8.93310611437496,10.8819069664065,"SVK"
"4763",76,"Slovakia",8.41256006828914,10.1846234874516,"SVK"
"4764",77,"Slovakia",7.91057661494438,9.50387524658011,"SVK"
"4765",78,"Slovakia",7.42596627875463,8.84426463767947,"SVK"
"4766",79,"Slovakia",6.95787093720633,8.21045472560084,"SVK"
"4767",80,"Slovakia",6.50578917889647,7.60751967716879,"SVK"
"4768",81,"Slovakia",6.0695601539494,7.03963363228955,"SVK"
"4769",82,"Slovakia",5.64922020083277,6.50518786573721,"SVK"
"4770",83,"Slovakia",5.24528966319514,6.00212918398877,"SVK"
"4771",84,"Slovakia",4.85902882046256,5.52974202305939,"SVK"
"4772",85,"Slovakia",4.49277097010977,5.08891686959724,"SVK"
"4773",86,"Slovakia",4.14953201515592,4.68132753811329,"SVK"
"4774",87,"Slovakia",3.83020426492317,4.3054175750217,"SVK"
"4775",88,"Slovakia",3.53503694509185,3.95909582175192,"SVK"
"4776",89,"Slovakia",3.26353403618408,3.64015486803885,"SVK"
"4777",90,"Slovakia",3.01249017708951,3.34492684171116,"SVK"
"4778",91,"Slovakia",2.77563728376671,3.06846830651665,"SVK"
"4779",92,"Slovakia",2.55450289844868,2.81246837630322,"SVK"
"4780",93,"Slovakia",2.35393331206313,2.58107512935657,"SVK"
"4781",94,"Slovakia",2.17892338188821,2.3778222049178,"SVK"
"4782",95,"Slovakia",2.03083282834003,2.2009678427468,"SVK"
"4783",96,"Slovakia",1.90158926216159,2.03821640484304,"SVK"
"4784",97,"Slovakia",1.78505437788832,1.88543349936108,"SVK"
"4785",98,"Slovakia",1.67140715283007,1.74191908728187,"SVK"
"4786",99,"Slovakia",1.54649924102042,1.60994509569934,"SVK"
"4787",100,"Slovakia",1.4184826238036,1.51100400922029,"SVK"
"4788",101,"Slovakia",1.33205481207049,1.40700274350956,"SVK"
"4789",102,"Slovakia",1.25140254294765,1.31086412019917,"SVK"
"4790",103,"Slovakia",1.17424945066285,1.2200450582394,"SVK"
"4791",104,"Slovakia",1.0967957261861,1.13046632999837,"SVK"
"4792",105,"Slovakia",1.01209282070964,1.03486474596996,"SVK"
"4793",106,"Slovakia",0.938880848100354,0.953715372372758,"SVK"
"4794",107,"Slovakia",0.847234498381776,0.85558957634475,"SVK"
"4795",108,"Slovakia",0.71069897271253,0.714204136733018,"SVK"
"4796",109,"Slovakia",0.471462046,0.472104668,"SVK"
"4797",1,"Slovenia",76.5541910983562,82.8676333153246,"SVN"
"4798",2,"Slovenia",75.5699645110455,81.8800653251234,"SVN"
"4799",3,"Slovenia",74.5800166532604,80.8871813211802,"SVN"
"4800",4,"Slovenia",73.5882213576097,79.8927386523256,"SVN"
"4801",5,"Slovenia",72.5951981823974,78.897524514044,"SVN"
"4802",6,"Slovenia",71.598450592984,77.9046574950816,"SVN"
"4803",7,"Slovenia",70.601450693768,76.9109682835125,"SVN"
"4804",8,"Slovenia",69.604387836302,75.9163216595,"SVN"
"4805",9,"Slovenia",68.6072069281826,74.9212565411752,"SVN"
"4806",10,"Slovenia",67.6099032973822,73.9257146211952,"SVN"
"4807",11,"Slovenia",66.6196405256179,72.9297733657529,"SVN"
"4808",12,"Slovenia",65.6293684134063,71.9337628425804,"SVN"
"4809",13,"Slovenia",64.6398051424239,70.9380215734576,"SVN"
"4810",14,"Slovenia",63.6517657190819,69.9427321708737,"SVN"
"4811",15,"Slovenia",62.6671094924696,68.9485938630394,"SVN"
"4812",16,"Slovenia",61.6883608467967,67.9570066178468,"SVN"
"4813",17,"Slovenia",60.712613904061,66.9663180034133,"SVN"
"4814",18,"Slovenia",59.7398253458159,65.976364458082,"SVN"
"4815",19,"Slovenia",58.7700690007303,64.9870543608885,"SVN"
"4816",20,"Slovenia",57.8032928611969,63.9982340571463,"SVN"
"4817",21,"Slovenia",56.8393267617694,63.0097558131927,"SVN"
"4818",22,"Slovenia",55.8770931516221,62.0213517419132,"SVN"
"4819",23,"Slovenia",54.9154511511118,61.0326416826994,"SVN"
"4820",24,"Slovenia",53.9531490113336,60.0433853185155,"SVN"
"4821",25,"Slovenia",52.9891597809074,59.0533541753086,"SVN"
"4822",26,"Slovenia",52.0227231646707,58.0623316497193,"SVN"
"4823",27,"Slovenia",51.0544243090749,57.0708099879776,"SVN"
"4824",28,"Slovenia",50.0851264700834,56.0792577181199,"SVN"
"4825",29,"Slovenia",49.115697045281,55.0881757380622,"SVN"
"4826",30,"Slovenia",48.1469053301657,54.0980382869156,"SVN"
"4827",31,"Slovenia",47.1793782310934,53.1091847789801,"SVN"
"4828",32,"Slovenia",46.2133246114891,52.1216683710472,"SVN"
"4829",33,"Slovenia",45.2487974391249,51.1353799759809,"SVN"
"4830",34,"Slovenia",44.2859319032856,50.1502135379069,"SVN"
"4831",35,"Slovenia",43.3247603933902,49.1661161967413,"SVN"
"4832",36,"Slovenia",42.3653069553935,48.1830843608458,"SVN"
"4833",37,"Slovenia",41.4075024203017,47.201352673509,"SVN"
"4834",38,"Slovenia",40.4512096534918,46.2211855714491,"SVN"
"4835",39,"Slovenia",39.4963201243311,45.2429197437286,"SVN"
"4836",40,"Slovenia",38.5427176115834,44.2667753343298,"SVN"
"4837",41,"Slovenia",37.590445464134,43.2929967884286,"SVN"
"4838",42,"Slovenia",36.6401572715244,42.3218057892784,"SVN"
"4839",43,"Slovenia",35.6926053881254,41.3534438118058,"SVN"
